symbol,mpid,firm_name,add_count,cancel_count,execute_count,trade_count,total_shares_added,total_shares_executed,total_shares_traded,first_seen_timestamp,last_seen_timestamp,add_to_execute_count,add_to_execute_avg_ns,add_to_execute_min_ns,add_to_execute_max_ns,add_to_cancel_count,add_to_cancel_avg_ns,add_to_cancel_min_ns,add_to_cancel_max_ns,reaction_to_trade_count,reaction_to_trade_avg_ns,reaction_to_trade_min_ns,reaction_to_trade_max_ns,reaction_to_execute_count,reaction_to_execute_avg_ns,reaction_to_execute_min_ns,reaction_to_execute_max_ns
OLN,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57243030649289,57243030649289,0,,,,0,,,,1,41138384104,41138384104,41138384104,1,169932602,169932602,169932602
OLN,FLTU,FLOW TRADERS US LLC,1,0,0,0,100,0,0,57582247124866,57582247124866,0,,,,0,,,,1,436661,436661,436661,1,134465,134465,134465
OLN,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57582256072157,57582256072157,0,,,,0,,,,1,9383952,9383952,9383952,1,9081756,9081756,9081756
OLN,XGWD,LATOUR TRADING LLC,2,0,0,0,200,0,0,57591383735301,57599023954745,0,,,,0,,,,2,1437200837,325289458,2549112216,2,4588477481,3956893032,5220061930
VIOO,UNKNOWN,,1218,1175,39,0,370764,2209,0,57000020037932,57599992431105,39,8108564871,8781,28014776960,0,,,,733,132423805422,10398,422038592181,245,44829488016,12327,131951100220
VIOO,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57002712329055,57002712367137,0,,,,0,,,,2,2691636453,2691617412,2691655494,0,,,
VIOO,JPMS,J.P. Morgan Securities LLC,5,4,0,0,500,0,0,57590537932504,57599638546868,0,,,,0,,,,1,19480359077,19480359077,19480359077,1,35267664436,35267664436,35267664436
VUSB,UNKNOWN,,66,54,0,0,75332,0,0,57000020073857,57599416104590,0,,,,0,,,,25,62482460069,13491812,231348729378,0,,,
ASMG,UNKNOWN,,1086,1155,1,0,347816,87,0,57000020077109,57599850123394,1,12387760,12387760,12387760,0,,,,0,,,,0,,,
ASMG,VIRT,Virtu Americas LLC,3,1,0,0,300,0,0,57596322066435,57596362386798,0,,,,0,,,,0,,,,0,,,
ROKU,UNKNOWN,,9431,5648,2470,0,1009164,172778,0,57000020088106,57599997285347,2470,6760083139,266,334930270981,0,,,,8339,844784119,412,17777849803,8307,2453199532,465,41403542397
ROKU,WBPX,"SUMMIT SECURITIES GROUP, LLC",6714,6708,0,0,671400,0,0,57020897255451,57599911990342,0,,,,0,,,,9,859269874,1058703,7256105456,9,7133153070,1227372,19945550210
ROKU,UBSS,UBS Securities LLC,204,1,4,0,20643,81,0,57058027297717,57579139012151,4,209498524907,3279974974,521111680637,0,,,,204,810284103,893298,1003703799,204,1001102426,719461292,3292317642
ROKU,WCHV,"WELLS FARGO SECURITIES, LLC",1624,1622,0,0,162400,0,0,57103314646607,57599911985461,0,,,,0,,,,3,174476446,4154038,396307438,3,207807588,4082907,397719247
ROKU,JPMS,J.P. Morgan Securities LLC,1658,1656,0,0,165800,0,0,57164188389176,57599911985283,0,,,,0,,,,3,954360120,8400536,2770709355,3,995989376,8423074,2894786847
ROKU,FLTU,FLOW TRADERS US LLC,3,1,0,0,300,0,0,57302402449750,57556462801420,0,,,,0,,,,2,788654194,265627032,1311681357,2,1300555696,265627032,2335484361
ROKU,VIRT,Virtu Americas LLC,1,0,0,0,100,0,0,57375795380478,57375795380478,0,,,,0,,,,1,48284736,48284736,48284736,1,48822835,48822835,48822835
ROKU,GSCO,GOLDMAN SACHS & CO. LLC,3,0,0,0,2100,0,0,57389919058220,57400435621025,0,,,,0,,,,3,604894993,101191,1430072680,3,2210906225,852967,5681789162
ROKU,CDRG,Citadel Securities LLC,4,0,0,0,400,0,0,57405688106841,57580689182691,0,,,,0,,,,4,166063858,970087,522687564,4,2151348267,791121,5253338783
ROKU,XGWD,LATOUR TRADING LLC,2,0,0,0,200,0,0,57447904703319,57569674718547,0,,,,0,,,,2,472593249,47347712,897838787,2,1864665705,553175594,3176155816
ROKU,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57570087101102,57570087101102,0,,,,0,,,,1,6801983,6801983,6801983,1,43949354,43949354,43949354
ASH,UNKNOWN,,1688,1421,301,0,97525,11736,0,57000020089185,57599746332187,301,7794194935,3667,105928128322,0,,,,1557,5115414907,513,34251826543,1544,10100813480,441,75607118207
ASH,WBPX,"SUMMIT SECURITIES GROUP, LLC",624,621,0,0,62400,0,0,57123455247088,57599412566461,0,,,,0,,,,3,3845642945,3845469688,3845926616,3,37016543741,37016370484,37016827412
ASH,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57124586730002,57137097470708,0,,,,0,,,,2,11232322955,4976952602,17487693308,2,866486129,636134106,1096838152
ADV,UNKNOWN,,434,277,71,0,157843,8680,0,57000020093584,57599998024108,71,131243208454,117461,545956044710,0,,,,362,6614537761,1526,38561438790,370,36343508130,13044,147663430989
DHI,UNKNOWN,,5136,4477,789,0,251788,28785,0,57000020104221,57599995814955,789,4397639697,1024,289692294215,0,,,,4962,3815721553,411,23468815079,4943,4754711333,1268,24398793231
DHI,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57002423936493,57002423963487,0,,,,0,,,,2,436056380,436042883,436069877,2,2157546759,2157533262,2157560256
DHI,WBPX,"SUMMIT SECURITIES GROUP, LLC",3407,3401,0,0,340700,0,0,57069863176280,57599994744600,0,,,,0,,,,8,1448319555,248724552,4173940749,8,8665489383,408977518,15306702233
DHI,MAXM,Maxim Group LLC,917,917,0,0,91700,0,0,57099555840285,57598653913081,0,,,,0,,,,2,1832188221,313285050,3351091392,2,6979472445,3552602089,10406342801
DHI,WCHV,"WELLS FARGO SECURITIES, LLC",856,854,0,0,85600,0,0,57170485851730,57599994743995,0,,,,0,,,,2,893228747,429407250,1357050245,2,2548834696,1610826567,3486842826
XMMO,UNKNOWN,,1526,1471,59,0,186090,1227,0,57000020107497,57599994092217,59,11241786322,35542,91173464339,0,,,,752,67712561162,144232,274986010751,664,68652570841,23814,201537271522
IAK,UNKNOWN,,1213,1193,2,0,877588,139,0,57000020111511,57599994999754,2,23387160200,10573443005,36200877396,0,,,,1050,71653910500,1132893,235401588578,0,,,
PKW,UNKNOWN,,1509,1498,5,0,1913721,238,0,57000020120686,57599996268314,5,18036234081,4916805395,54535669728,0,,,,473,239077704421,2350585457,542135613460,457,238075372768,1029675,532947927257
PKW,UBSS,UBS Securities LLC,5,0,0,0,348,0,0,57052023658809,57052024074948,0,,,,0,,,,0,,,,0,,,
PKW,WBPX,"SUMMIT SECURITIES GROUP, LLC",210,208,0,0,21000,0,0,57289987043639,57599997173913,0,,,,0,,,,2,245355588751,232231058297,258480119206,2,236167902548,223043372094,249292433003
ATO,UNKNOWN,,1689,1433,312,0,66655,7994,0,57000020122786,57599953685557,312,19563337765,7657,222794387052,0,,,,1443,5210804081,634,24671341430,1366,11218053635,2524,62763608476
ATO,WBPX,"SUMMIT SECURITIES GROUP, LLC",1560,1556,0,0,156000,0,0,57016706887865,57599976599419,0,,,,0,,,,4,539820776,6457459,1406968035,4,824414629,9247270,1191986097
ATO,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57251081027662,57251081027662,0,,,,0,,,,1,4341536571,4341536571,4341536571,1,4303893961,4303893961,4303893961
ONEY,UNKNOWN,,223,220,0,0,83795,0,0,57000020146278,57599993253376,0,,,,0,,,,0,,,,0,,,
ONEY,UBSS,UBS Securities LLC,1,1,0,0,100,0,0,57135219459916,57599993789126,0,,,,0,,,,0,,,,0,,,
CDNA,UNKNOWN,,2516,1860,569,0,355740,22643,0,57000020157314,57599997975651,569,10695268242,1207,537995202974,0,,,,2126,3720172747,617,42659049335,1946,6408659846,1192,76825233722
CDNA,WCHV,"WELLS FARGO SECURITIES, LLC",1024,1022,0,0,102400,0,0,57049666757791,57599579788614,0,,,,0,,,,2,3006573751,447292731,5565854772,2,321766333,226501086,417031580
CDNA,WBPX,"SUMMIT SECURITIES GROUP, LLC",2012,2009,0,0,201200,0,0,57057125615910,57599579790314,0,,,,0,,,,3,735599941,19074997,2168635243,3,8657463984,7685359205,10601658957
WMT,UNKNOWN,,15429,13785,2020,0,1342888,113195,0,57000020178717,57599967636655,2020,5334128871,2561,364183514199,0,,,,14316,2260869415,456,29052909259,14428,1465233720,342,15155370348
WMT,IMCC,IMC FINANCIAL MARKETS,14,12,0,0,1400,0,0,57001580912337,57557313086713,0,,,,0,,,,14,395076753,344052,1081454694,14,582010133,12279,2291847519
WMT,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57002556281354,57002556303516,0,,,,0,,,,2,676134296,676123215,676145377,2,606513676,606502595,606524757
WMT,WBPX,"SUMMIT SECURITIES GROUP, LLC",3283,3277,0,0,328300,0,0,57024566153668,57598961896227,0,,,,0,,,,6,1760513700,1241068,4469402371,6,649847132,363979,3691214679
WMT,WCHV,"WELLS FARGO SECURITIES, LLC",690,688,0,0,69000,0,0,57047662557175,57598961894068,0,,,,0,,,,2,1073144520,77326441,2068962599,2,3081783096,1107201059,5056365134
WMT,UBSS,UBS Securities LLC,4,3,0,0,400,0,0,57136325632118,57599931668046,0,,,,0,,,,4,7395057197,2617104290,10606889957,4,2361056713,1264275558,2860307894
WMT,MAXM,Maxim Group LLC,701,701,0,0,70100,0,0,57209575623630,57598656763313,0,,,,0,,,,2,446314199,393633446,498994952,2,942333550,251778905,1632888196
AVXL,UNKNOWN,,1741,992,453,0,540532,54093,0,57000020186643,57599993267610,453,26147063748,4189,284226393181,0,,,,1597,5826302122,11568,62709284749,1629,5029670634,4984,45959600695
AVXL,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,1700,0,0,57000716342061,57000716342061,0,,,,0,,,,0,,,,1,829554,829554,829554
AVXL,WBPX,"SUMMIT SECURITIES GROUP, LLC",229,226,0,0,22900,0,0,57101864871688,57599254242937,0,,,,0,,,,3,16908051361,4347750,25359916829,3,982231482,1059668,2944547787
AVXL,UBSS,UBS Securities LLC,2,1,0,0,200,0,0,57256096548948,57424722612894,0,,,,0,,,,2,2706849696,1874121189,3539578203,2,17583653932,7245724868,27921582996
SPGP,UNKNOWN,,3056,3030,21,0,414410,1700,0,57000020190661,57599992122958,21,5428631091,54607,21399885235,0,,,,195,37752558008,503830,111319410164,751,92397086112,72893,262512379296
SPGP,JPMS,J.P. Morgan Securities LLC,2411,2410,0,0,241100,0,0,57043660819406,57599985433280,0,,,,0,,,,0,,,,1,39520353450,39520353450,39520353450
IFF,UNKNOWN,,2008,1657,398,0,87789,10721,0,57000020196396,57599959895579,398,10547205261,3689,179663147011,0,,,,1887,9022675537,4185,69766110225,1820,11693448800,1139,60825300340
IFF,WCHV,"WELLS FARGO SECURITIES, LLC",68,67,0,0,6800,0,0,57434844282946,57597517118833,0,,,,0,,,,1,30983257079,30983257079,30983257079,1,6335908229,6335908229,6335908229
UEVM,UNKNOWN,,150,135,0,0,88272,0,0,57000020199664,57597938270467,0,,,,0,,,,0,,,,0,,,
SJM,UNKNOWN,,1465,1243,242,0,42075,5122,0,57000020200903,57599954425748,242,15002006404,10383,187584199983,0,,,,1316,5710480679,558,38528914553,1292,24411475814,2768,100072339718
SJM,WCHV,"WELLS FARGO SECURITIES, LLC",271,269,0,0,27100,0,0,57331463165251,57599948879351,0,,,,0,,,,2,2731997911,2525507605,2938488217,2,41551008459,30264746046,52837270872
SJM,WBPX,"SUMMIT SECURITIES GROUP, LLC",44,41,0,0,4400,0,0,57569917857419,57599948882577,0,,,,0,,,,3,1544310625,1093906,2315936919,3,19457341388,6062448661,26154805686
BRNY,UNKNOWN,,166,155,0,0,156936,0,0,57000020203491,57597945948487,0,,,,0,,,,0,,,,0,,,
WHF,UNKNOWN,,207,69,8,0,30239,215,0,57000020208196,57599856257280,8,173918147325,20537452036,268023968985,0,,,,184,137439461651,27537,387492934103,114,56354905320,3070936322,121880121558
CCSO,UNKNOWN,,63,50,0,0,124842,0,0,57000020210525,57559173587813,0,,,,0,,,,0,,,,0,,,
VOXR,UNKNOWN,,148,85,5,0,74236,961,0,57000020237782,57599786452644,5,222575488614,363246,576925667859,0,,,,99,101446918510,513904,293482625810,82,154711655733,150658,244821187839
URA,UNKNOWN,,1930,1691,275,0,256386,26141,0,57000020277335,57599787589419,275,14825463839,1503,516114637926,0,,,,1758,6631971891,593,40023146468,1772,13135832462,581,81545361614
SNOW,UNKNOWN,,1812,1523,377,0,99457,14478,0,57000020277515,57599618110487,377,6403862384,5993,141139674573,0,,,,1635,2063747682,1572,15324494184,1625,7945024062,930,62043691912
SNOW,FLTU,FLOW TRADERS US LLC,1,0,0,0,100,0,0,57304282547079,57304282547079,0,,,,0,,,,1,976743663,976743663,976743663,1,720186325,720186325,720186325
FIDU,UNKNOWN,,675,688,3,0,372740,24,0,57000020293330,57599996522401,3,34697583272,13500543870,64927945154,0,,,,465,111478822862,981606824,354394958133,45,62200676895,11438613605,99867740187
SKX,UNKNOWN,,3270,2654,727,0,180971,31934,0,57000020299562,57599606906997,727,6166057887,4623,169563598336,0,,,,3093,4566614977,339,31139082927,3109,5735373470,455,34147845253
SKX,WBPX,"SUMMIT SECURITIES GROUP, LLC",2456,2450,0,0,245600,0,0,57148431289477,57599689585919,0,,,,0,,,,6,9739961008,5001911,25557308595,6,589278382,411849,1274769238
SKX,WCHV,"WELLS FARGO SECURITIES, LLC",503,502,0,0,50300,0,0,57199562664214,57599689582598,0,,,,0,,,,1,12053059715,12053059715,12053059715,1,205089561,205089561,205089561
SKX,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57585642506452,57585642521335,0,,,,0,,,,2,818642,811201,826084,2,15608688238,15608680797,15608695680
BRK.B,UNKNOWN,,3244,2792,534,0,105475,18017,0,57000020303761,57599950803411,534,9280217564,1369,296622295148,0,,,,3005,1844040702,495,16460380331,2995,5106506725,1360,32732124397
BRK.B,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57001736905589,57001736927529,0,,,,0,,,,2,306372147,306361177,306383117,2,807241686,807230716,807252656
BRK.B,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57585591926779,57585591941566,0,,,,0,,,,2,541390,533997,548784,2,2431011169,2431003776,2431018563
FDTX,UNKNOWN,,420,378,1,0,178339,21,0,57000020304145,57599512866344,1,11286920,11286920,11286920,0,,,,120,68437684265,3795886,117165025636,120,68437684265,3795886,117165025636
VONV,UNKNOWN,,3263,3194,60,0,675094,5580,0,57000020306216,57599994357071,60,8316062030,37564,55517093675,0,,,,1608,65638230426,9134,215863164298,2882,97422169031,9583,299910562205
VONV,VIRT,Virtu Americas LLC,8,6,0,0,4000,0,0,57002349490750,57360097451502,0,,,,0,,,,3,4756678555,51528529,13729007145,5,132367424568,2902692312,270505063612
ABT,UNKNOWN,,7071,5786,1537,0,426517,74140,0,57000020321815,57599999628654,1537,4522761140,295,434326897206,0,,,,6699,2315766322,601,23419258423,6682,2811722519,424,38055209283
ABT,WBPX,"SUMMIT SECURITIES GROUP, LLC",2800,2794,0,0,280000,0,0,57064361910743,57597752460575,0,,,,0,,,,6,1162057082,623499,4012395161,6,3817496708,2995239,17116148787
ABT,WCHV,"WELLS FARGO SECURITIES, LLC",606,605,0,0,60600,0,0,57170486034154,57597517745866,0,,,,0,,,,1,434729344,434729344,434729344,1,421024699,421024699,421024699
ABT,MAXM,Maxim Group LLC,837,837,0,0,83700,0,0,57359602139120,57598661813213,0,,,,0,,,,2,1758839132,1678968004,1838710260,2,1795397654,1723441546,1867353763
GDDY,UNKNOWN,,1835,1569,311,0,59826,6069,0,57000020333327,57599960372433,311,10714204380,2600,109718477252,0,,,,1680,5398337723,3568,64551638912,1683,13750740613,4042,65147991804
GDDY,WCHV,"WELLS FARGO SECURITIES, LLC",61,60,0,0,6100,0,0,57567928036274,57599834474198,0,,,,0,,,,1,122618047,122618047,122618047,1,2102338882,2102338882,2102338882
MSFL,UNKNOWN,,6309,6807,46,0,2457780,5735,0,57000020350516,57599918967665,46,27353960769,18313,273140283041,0,,,,5241,153646435366,49560,372696959988,3680,42284052776,12347,149760700024
MSFL,VIRT,Virtu Americas LLC,2,0,0,0,200,0,0,57300215001412,57317591936554,0,,,,0,,,,2,308521231321,299832763750,317209698892,2,8735252907,46785336,17423720478
MSFL,SSUS,SUSQUEHANNA SECURITIES,1,0,0,0,100,0,0,57307262478401,57307262478401,0,,,,0,,,,1,306880240739,306880240739,306880240739,1,7094262325,7094262325,7094262325
MSFL,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57553065990498,57554777750915,0,,,,0,,,,2,101907704314,101051824106,102763584523,2,7771918154,6916037946,8627798363
EWD,UNKNOWN,,1379,1366,19,0,215924,977,0,57000020353847,57598790903402,19,32847155901,15887,278371559380,0,,,,1278,37142564062,1220,211646725631,1234,125906765923,43702,369717632752
EWD,JPMS,J.P. Morgan Securities LLC,458,457,0,0,45800,0,0,57176179385573,57598790986610,0,,,,0,,,,1,16217465898,16217465898,16217465898,1,114149997549,114149997549,114149997549
EWD,WBPX,"SUMMIT SECURITIES GROUP, LLC",37,35,0,0,3700,0,0,57531688762634,57599815162034,0,,,,0,,,,2,211642381004,211641781282,211642980727,2,44258794650,44258194928,44259394373
SCDL,VIRT,Virtu Americas LLC,426,424,0,0,42600,0,0,57000020355659,57598496910393,0,,,,0,,,,0,,,,0,,,
SCDL,UNKNOWN,,152,150,0,0,15200,0,0,57000670577152,57598497457745,0,,,,0,,,,0,,,,0,,,
VNO,UNKNOWN,,1584,1369,283,0,105281,12693,0,57000020364525,57599717999572,283,9800971096,3536,133317089348,0,,,,1472,15974006173,5278,101880579959,1453,9381969777,3099,63435545037
VNO,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57002689520980,57002689550970,0,,,,0,,,,0,,,,0,,,
VNO,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57249102271659,57249102271659,0,,,,0,,,,1,50895450038,50895450038,50895450038,1,45536291917,45536291917,45536291917
CFA,UNKNOWN,,2361,2564,0,0,1401100,0,0,57000020374921,57599664109997,0,,,,0,,,,0,,,,0,,,
CFA,VIRT,Virtu Americas LLC,2,1,0,0,200,0,0,57000216837046,57000252109807,0,,,,0,,,,0,,,,0,,,
AVAV,UNKNOWN,,2601,1679,377,0,122951,8474,0,57000020384040,57599990664047,377,14702456200,14239,265693656551,0,,,,2332,4096586807,2650,25622228170,2326,13353628583,2650,124872922418
AVAV,FLTG,FLOW TRADERS U.S. LLC,6,4,0,0,600,0,0,57001412758599,57002581363454,0,,,,0,,,,6,643692544,414746,1261279915,6,1298379652,742304873,1910909728
AVAV,UBSS,UBS Securities LLC,2,1,0,0,200,0,0,57253083782630,57403792653060,0,,,,0,,,,2,2077696411,1268017462,2887375361,2,9215408532,1268017462,17162799603
AVAV,XGWD,LATOUR TRADING LLC,3,0,0,0,300,0,0,57333356740297,57511819680979,0,,,,0,,,,3,1307291465,617158211,2642908415,3,4346768352,3833860903,5354226709
AVAV,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57365111161202,57365111161202,0,,,,0,,,,1,4280102,4280102,4280102,1,4240970,4240970,4240970
AVAV,GSCO,GOLDMAN SACHS & CO. LLC,3,0,0,0,900,0,0,57365125409380,57581033492621,0,,,,0,,,,3,299186752,3049167,875982810,3,4344613414,553551,13027560800
AVAV,VIRT,Virtu Americas LLC,1,0,0,0,100,0,0,57398082054755,57398082054755,0,,,,0,,,,1,25375134,25375134,25375134,1,28051860,28051860,28051860
IMCV,UNKNOWN,,492,458,5,0,151490,559,0,57000020387283,57599994340579,5,160236926303,13080161,225426665172,0,,,,63,89495443757,1998475228,149631740032,219,253786708531,147959766,528758679488
IMCV,JPMS,J.P. Morgan Securities LLC,53,52,0,0,5300,0,0,57000334285260,57599994152999,0,,,,0,,,,0,,,,0,,,
TMUS,UNKNOWN,,9006,6472,2075,0,699152,83875,0,57000020394264,57599995446690,2075,6040553170,253,323850396833,0,,,,8336,992388997,444,14928335381,8331,2047986835,453,27410105761
TMUS,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57014480582018,57016034495049,0,,,,0,,,,2,715626745,26712431,1404541059,2,7560326318,1404561169,13716091467
TMUS,MAXM,Maxim Group LLC,1956,1956,0,0,195600,0,0,57144563956233,57598656219357,0,,,,0,,,,3,1451638754,284255506,3626501789,3,592797529,284173635,1050140568
TMUS,JPMS,J.P. Morgan Securities LLC,1654,1652,0,0,165400,0,0,57275250862328,57599950321657,0,,,,0,,,,3,1497928103,9867658,4013293913,3,1648289396,9898655,4013346266
TMUS,WCHV,"WELLS FARGO SECURITIES, LLC",1643,1641,0,0,164300,0,0,57277787871513,57599950322838,0,,,,0,,,,3,150681911,35712976,222624879,3,455120051,22268901,1280916084
TMUS,GSCO,GOLDMAN SACHS & CO. LLC,2,0,0,0,400,0,0,57309691753133,57453808681858,0,,,,0,,,,2,755629116,1263277,1509994955,2,1052115718,1263277,2102968160
TMUS,CDRG,Citadel Securities LLC,2,0,0,0,200,0,0,57316317278084,57316318761186,0,,,,0,,,,2,3383603,2642052,4125154,2,4053803,3312252,4795354
TMUS,WBPX,"SUMMIT SECURITIES GROUP, LLC",4410,4404,0,0,441000,0,0,57320835147105,57599950326836,0,,,,0,,,,6,174272838,38398,1038364567,6,500975309,38398,3002586201
NOW,UNKNOWN,,2205,1836,487,0,64244,8917,0,57000020407370,57599950940691,487,21260929875,1137,325177787597,0,,,,1876,3135064016,443,26450828576,1874,8635644952,2367,57458280042
NOW,FLTU,FLOW TRADERS US LLC,5,2,0,0,500,0,0,57482815643852,57585827318740,0,,,,0,,,,5,779267443,4274927,1745901726,5,2710847964,242327119,6336617388
NOW,WBPX,"SUMMIT SECURITIES GROUP, LLC",2,0,0,0,200,0,0,57599977710969,57599977737428,0,,,,0,,,,2,709893082,709879853,709906312,2,13155701598,13155688369,13155714828
BBWI,UNKNOWN,,2353,1880,552,0,189703,36457,0,57000020409728,57599972758428,552,17338067431,986,456847863324,0,,,,2221,9876924621,2096,110460606918,2218,7415458668,1034,56863206946
BBWI,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57244037532027,57244037532027,0,,,,0,,,,1,842617301,842617301,842617301,1,843804225,843804225,843804225
BBWI,WCHV,"WELLS FARGO SECURITIES, LLC",7,6,0,0,700,0,0,57593639324892,57599873197530,0,,,,0,,,,1,3190693422,3190693422,3190693422,1,3468846263,3468846263,3468846263
SXQG,UNKNOWN,,417,415,0,0,333600,0,0,57000020412090,57599615399282,0,,,,0,,,,0,,,,0,,,
MGK,UNKNOWN,,11111,11040,89,0,6678802,7489,0,57000020415852,57599955637933,89,6502470897,23588,45786362028,0,,,,8840,57552375510,292313,219374129361,7759,18885236317,41289,73488306438
MGK,JPMS,J.P. Morgan Securities LLC,1924,1922,0,0,192400,0,0,57008896104345,57599609927399,0,,,,0,,,,3,28459256711,7592248837,69594106906,2,21874668507,34870201,43714466814
MGK,WBPX,"SUMMIT SECURITIES GROUP, LLC",5311,5305,0,0,531100,0,0,57064311066800,57599609929788,0,,,,0,,,,9,50261245116,441320667,99762661300,9,8421792521,782842696,14438883675
TMFM,UNKNOWN,,377,392,1,0,263680,71,0,57000020416533,57599093357980,1,22227296,22227296,22227296,0,,,,0,,,,375,295938842230,37813353,598978360954
TIME,UNKNOWN,,194,192,0,0,96501,0,0,57000020417485,57598006251195,0,,,,0,,,,0,,,,0,,,
RSPN,UNKNOWN,,307,323,3,0,170175,203,0,57000020417729,57599991754155,3,5484030035,232486159,15985402494,0,,,,47,85954243013,2179913267,181465255074,202,116060089909,479657,357475956841
RSPN,JPMS,J.P. Morgan Securities LLC,37,36,0,0,3700,0,0,57280490789260,57599999250577,0,,,,0,,,,0,,,,1,267679857234,267679857234,267679857234
JNJ,UNKNOWN,,6421,5280,1600,0,358639,58987,0,57000020420003,57599950833161,1600,4886297337,212,467818792369,0,,,,5997,4745286269,486,50534162489,6061,2391436222,571,28132910084
JNJ,MAXM,Maxim Group LLC,1496,1496,0,0,149600,0,0,57199574026022,57598649952808,0,,,,0,,,,2,5120321357,981550267,9259092447,2,3117621483,2516624217,3718618750
JNJ,WBPX,"SUMMIT SECURITIES GROUP, LLC",4437,4431,0,0,443700,0,0,57233791719685,57599997113902,0,,,,0,,,,6,2808963274,4779607,6617831677,6,1306687996,5589705,2281359384
JNJ,WCHV,"WELLS FARGO SECURITIES, LLC",1367,1365,0,0,136700,0,0,57261242334656,57599997110505,0,,,,0,,,,2,2918988243,172126275,5665850212,2,6707178206,116481958,13297874454
JCTR,UNKNOWN,,739,729,0,0,808900,0,0,57000020434017,57599948801928,0,,,,0,,,,0,,,,0,,,
PIM,UNKNOWN,,9,8,0,0,1102,0,0,57000020451248,57597004788098,0,,,,0,,,,0,,,,0,,,
EPAC,UNKNOWN,,552,479,78,0,31477,2520,0,57000020455265,57599991496683,78,22720419440,4698,65661713545,0,,,,502,18513072011,21331,98537752379,463,46625609140,27526,156269989630
EPAC,IMCC,IMC FINANCIAL MARKETS,4,3,0,0,400,0,0,57000922506783,57392823071962,0,,,,0,,,,3,13779363758,124498,41077592735,2,37112860726,6822587,74218898865
EPAC,FLTG,FLOW TRADERS U.S. LLC,2,0,0,0,200,0,0,57004666027706,57004666058488,0,,,,0,,,,2,2392276380,2392260989,2392291771,0,,,
EPAC,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57260174204164,57260174204164,0,,,,0,,,,1,66837317784,66837317784,66837317784,1,66838612061,66838612061,66838612061
LGLV,UNKNOWN,,328,322,0,0,71228,0,0,57000020456026,57599993815675,0,,,,0,,,,27,32609268235,2892300529,56002744917,0,,,
JHG,UNKNOWN,,1791,1414,451,0,109041,17299,0,57000020476817,57599937109105,451,9697308909,2392,210985572418,0,,,,1713,9269446490,661,61464677631,1687,8492107642,510,59987499159
JHG,FLTU,FLOW TRADERS US LLC,1,0,0,0,100,0,0,57547716022063,57547716022063,0,,,,0,,,,1,1730744301,1730744301,1730744301,1,256025322,256025322,256025322
DFUV,UNKNOWN,,1657,1680,9,0,422197,624,0,57000020530802,57599995223845,9,9611077131,30661,30614506278,0,,,,100,8683781879,33946691,13347530827,499,130967464664,3152,237958606120
DFUV,JPMS,J.P. Morgan Securities LLC,12,11,0,0,1200,0,0,57595101843851,57598625256638,0,,,,0,,,,1,8454150833,8454150833,8454150833,1,233065226126,233065226126,233065226126
AON,UNKNOWN,,2090,1799,347,0,64790,12353,0,57000020538841,57599951680333,347,22467497017,3072,342661121276,0,,,,1910,2599724246,635,28287929274,1792,8462131244,2202,44210487616
AON,FLTU,FLOW TRADERS US LLC,4,2,0,0,400,0,0,57001757859749,57090203511337,0,,,,0,,,,4,591932970,55856274,1128003371,2,157653333,157634352,157672314
AON,IMCC,IMC FINANCIAL MARKETS,2,1,0,0,200,0,0,57005279955186,57457264297637,0,,,,0,,,,1,789629420,789629420,789629420,0,,,
AON,WBPX,"SUMMIT SECURITIES GROUP, LLC",626,623,0,0,62600,0,0,57271188335117,57599598034592,0,,,,0,,,,3,887107335,12135215,1324611381,3,902639424,14653136,1346650555
VSEE,FLTG,FLOW TRADERS U.S. LLC,14,11,0,0,1400,0,0,57000020542880,57569174562100,0,,,,0,,,,0,,,,3,90467942465,42523771769,131473697915
VSEE,UNKNOWN,,317,131,11,0,217016,1489,0,57004963048513,57597658573601,11,19160523530,365572,96243873025,0,,,,0,,,,200,72539268609,14927,156895547818
VSEE,XGWD,LATOUR TRADING LLC,1,0,0,0,100,0,0,57091311705958,57091311705958,0,,,,0,,,,0,,,,0,,,
SPVM,UNKNOWN,,275,267,0,0,269905,0,0,57000020543319,57599992208889,0,,,,0,,,,0,,,,0,,,
